index,class
5797,1
5798,6
5799,1
5800,9
5801,7
5802,6
5803,8
5804,4
5805,2
5806,5
5807,9
5808,6
5809,7
5810,9
5811,1
5812,0
5813,9
5814,8
5815,0
5816,5
5817,0
5818,3
5819,0
5820,3
5821,7
5822,2
5823,6
5824,7
5825,9
5826,3
5827,2
5828,0
5829,3
5830,4
5831,1
5832,3
5833,9
5834,4
5835,6
5836,2
5837,6
5838,0
5839,9
5840,1
5841,2
5842,0
5843,9
5844,8
5845,3
5846,9
5847,3
5848,4
5849,7
5850,1
5851,6
5852,6
5853,1
5854,6
5855,3
5856,2
5857,0
5858,1
5859,4
5860,8
5861,9
5862,6
5863,3
5864,9
5865,2
5866,6
5867,6
5868,8
5869,4
5870,5
5871,3
5872,8
5873,1
5874,9
5875,3
5876,2
5877,3
5878,0
5879,1
5880,4
5881,5
5882,6
5883,3
5884,5
5885,5
5886,5
5887,2
5888,3
5889,6
5890,8
5891,6
5892,0
5893,9
5894,6
5895,3
5896,0
5897,7
5898,8
5899,5
5900,2
5901,1
5902,6
5903,3
5904,2
5905,5
5906,1
5907,3
5908,4
5909,0
5910,3
5911,7
5912,0
5913,3
5914,8
5915,1
5916,7
5917,9
5918,6
5919,8
5920,4
5921,4
5922,8
5923,7
5924,6
5925,8
5926,4
5927,0
5928,4
5929,7
5930,3
5931,1
5932,3
5933,3
5934,9
5935,9
5936,0
5937,4
5938,9
5939,6
5940,1
5941,9
5942,3
5943,9
5944,7
5945,0
5946,3
5947,9
5948,4
5949,2
5950,6
5951,9
5952,0
5953,6
5954,0
5955,3
5956,6
5957,1
5958,4
5959,3
5960,8
5961,9
5962,7
5963,5
5964,1
5965,0
5966,2
5967,5
5968,0
5969,4
5970,2
5971,0
5972,2
5973,9
5974,6
5975,9
5976,6
5977,1
5978,8
5979,5
5980,1
5981,4
5982,9
5983,2
5984,8
5985,4
5986,0
5987,1
5988,3
5989,9
5990,0
5991,1
5992,2
5993,8
5994,2
5995,7
5996,8
5997,8
5998,5
5999,9
6000,9
6001,7
6002,1
6003,7
6004,9
6005,7
6006,9
6007,1
6008,6
6009,2
6010,8
6011,3
6012,4
6013,5
6014,1
6015,2
6016,7
6017,2
6018,7
6019,7
6020,1
6021,8
6022,4
6023,2
6024,6
6025,2
6026,0
6027,4
6028,0
6029,1
6030,9
6031,0
6032,6
6033,9
6034,1
6035,1
6036,6
6037,4
6038,6
6039,5
6040,0
6041,3
6042,3
6043,2
6044,7
6045,4
6046,6
6047,0
6048,1
6049,4
6050,5
6051,5
6052,1
6053,7
6054,6
6055,0
6056,0
6057,9
6058,5
6059,6
6060,5
6061,3
6062,5
6063,8
6064,7
6065,5
6066,7
6067,9
6068,6
6069,3
6070,3
6071,3
6072,3
6073,5
6074,5
6075,6
6076,5
6077,8
6078,6
6079,4
6080,8
6081,8
6082,3
6083,6
6084,8
6085,4
6086,5
6087,7
6088,3
6089,4
6090,7
6091,3
6092,5
6093,7
6094,8
6095,8
6096,4
6097,3
6098,3
6099,6
6100,3
6101,3
6102,7
6103,2
6104,5
6105,3
6106,8
6107,3
6108,7
6109,0
6110,0
6111,4
6112,0
6113,4
6114,9
6115,8
6116,7
6117,5
6118,9
6119,6
6120,7
6121,7
6122,4
6123,2
6124,1
6125,4
6126,5
6127,9
6128,6
6129,1
6130,8
6131,3
6132,9
6133,1
6134,9
6135,8
6136,8
6137,9
6138,6
6139,5
6140,6
6141,6
6142,6
6143,6
6144,4
6145,2
6146,2
6147,8
6148,2
6149,1
6150,0
6151,8
6152,6
6153,3
6154,5
6155,8
6156,7
6157,5
6158,6
6159,8
6160,9
6161,9
6162,0
6163,2
6164,2
6165,6
6166,7
6167,6
6168,2
6169,6
6170,4
6171,3
6172,6
6173,6
6174,7
6175,3
6176,6
6177,7
6178,3
6179,7
6180,0
6181,6
6182,2
6183,1
6184,1
6185,0
6186,4
6187,3
6188,8
6189,8
6190,5
6191,8
6192,1
6193,6
6194,0
6195,6
6196,4
6197,2
6198,5
6199,3
6200,8
6201,0
6202,8
6203,0
6204,9
6205,3
6206,9
6207,5
6208,3
6209,9
6210,8
6211,0
6212,6
6213,7
6214,8
6215,8
6216,9
6217,6
6218,9
6219,3
6220,9
6221,1
6222,8
6223,5
6224,4
6225,0
6226,5
6227,1
6228,9
6229,7
6230,4
6231,8
6232,0
6233,8
6234,2
6235,8
6236,3
6237,1
6238,8
6239,8
6240,9
6241,4
6242,3
6243,9
6244,6
6245,7
6246,2
6247,3
6248,5
6249,0
6250,9
6251,3
6252,9
6253,6
6254,7
6255,9
6256,5
6257,5
6258,6
6259,1
6260,4
6261,3
6262,0
6263,9
6264,1
6265,0
6266,1
6267,0
6268,2
6269,6
6270,9
6271,8
6272,3
6273,4
6274,9
6275,1
6276,0
6277,6
6278,2
6279,7
6280,2
6281,5
6282,9
6283,8
6284,0
6285,8
6286,3
6287,9
6288,1
6289,6
6290,0
6291,9
6292,4
6293,9
6294,5
6295,4
6296,6
6297,0
6298,1
6299,4
6300,2
6301,1
6302,1
6303,3
6304,9
6305,0
6306,2
6307,0
6308,7
6309,9
6310,6
6311,3
6312,4
6313,1
6314,1
6315,8
6316,6
6317,8
6318,6
6319,1
6320,6
6321,0
6322,3
6323,6
6324,4
6325,6
6326,2
6327,2
6328,2
6329,0
6330,6
6331,4
6332,5
6333,7
6334,0
6335,6
6336,5
6337,3
6338,4
6339,6
6340,8
6341,0
6342,5
6343,6
6344,8
6345,3
6346,9
6347,6
6348,3
6349,9
6350,9
6351,1
6352,0
6353,9
6354,9
6355,6
6356,0
6357,6
6358,4
6359,6
6360,8
6361,8
6362,1
6363,7
6364,1
6365,8
6366,9
6367,3
6368,8
6369,8
6370,3
6371,9
6372,0
6373,9
6374,8
6375,4
6376,7
6377,1
6378,1
6379,8
6380,4
6381,5
6382,6
6383,2
6384,7
6385,7
6386,2
6387,2
6388,2
6389,9
6390,1
6391,7
6392,5
6393,7
6394,6
6395,9
6396,1
6397,3
6398,9
6399,7
6400,8
6401,7
6402,6
6403,3
6404,0
6405,6
6406,1
6407,6
6408,6
6409,4
6410,7
6411,1
6412,1
6413,5
6414,8
6415,1
6416,9
6417,6
6418,7
6419,7
6420,5
6421,6
6422,8
6423,2
6424,4
6425,4
6426,1
6427,5
6428,7
6429,3
6430,7
6431,2
6432,9
6433,9
6434,9
6435,9
6436,1
6437,5
6438,0
6439,4
6440,5
6441,6
6442,9
6443,0
6444,2
6445,6
6446,6
6447,5
6448,7
6449,2
6450,9
6451,9
6452,2
6453,2
6454,8
6455,6
6456,3
6457,6
6458,1
6459,6
6460,3
6461,5
6462,6
6463,3
6464,7
6465,2
6466,0
6467,6
6468,8
6469,8
6470,3
6471,7
6472,7
6473,6
6474,9
6475,1
6476,0
6477,4
6478,3
6479,2
6480,3
6481,6
6482,4
6483,5
6484,1
6485,3
6486,8
6487,4
6488,6
6489,4
6490,4
6491,0
6492,2
6493,5
6494,4
6495,9
6496,7
6497,9
6498,3
6499,1
6500,2
6501,7
6502,5
6503,2
6504,6
6505,2
6506,8
6507,4
6508,7
6509,7
6510,8
6511,6
6512,6
6513,8
6514,2
6515,2
6516,8
6517,5
6518,6
6519,2
6520,1
6521,9
6522,7
6523,8
6524,0
6525,4
6526,3
6527,9
6528,4
6529,9
6530,0
6531,3
6532,8
6533,0
6534,8
6535,9
6536,4
6537,2
6538,0
6539,0
6540,1
6541,6
6542,0
6543,8
6544,9
6545,3
6546,4
6547,6
6548,8
6549,1
6550,6
6551,9
6552,7
6553,0
6554,7
6555,5
6556,9
6557,7
6558,9
6559,7
6560,3
6561,5
6562,6
6563,2
6564,2
6565,9
6566,0
6567,7
6568,4
6569,3
6570,4
6571,3
6572,5
6573,2
6574,4
6575,6
6576,7
6577,5
6578,8
6579,6
6580,4
6581,9
6582,8
6583,7
6584,7
6585,3
6586,2
6587,5
6588,0
6589,2
6590,8
6591,5
6592,2
6593,2
6594,6
6595,4
6596,9
6597,5
6598,9
6599,3
6600,5
6601,8
6602,0
6603,0
6604,0
6605,4
6606,1
6607,7
6608,7
6609,5
6610,3
6611,1
6612,5
6613,5
6614,9
6615,5
6616,8
6617,1
6618,7
6619,3
6620,2
6621,9
6622,8
6623,1
6624,3
6625,6
6626,5
6627,4
6628,2
6629,9
6630,5
6631,2
6632,3
6633,9
6634,7
6635,1
6636,2
6637,6
6638,1
6639,7
6640,4
6641,9
6642,4
6643,5
6644,9
6645,6
6646,0
6647,3
6648,7
6649,3
6650,7
6651,4
6652,3
6653,5
6654,8
6655,5
6656,0
6657,5
6658,1
6659,4
6660,0
6661,6
6662,3
6663,4
6664,1
6665,8
6666,2
6667,2
6668,8
6669,1
6670,8
6671,4
6672,2
6673,5
6674,3
6675,4
6676,2
6677,2
6678,6
6679,1
6680,4
6681,4
6682,5
6683,2
6684,6
6685,7
6686,5
6687,8
6688,5
6689,5
6690,8
6691,8
6692,5
6693,4
6694,8
6695,4
6696,2
6697,9
6698,5
6699,6
6700,2
6701,9
6702,1
6703,4
6704,0
6705,1
6706,3
6707,9
6708,4
6709,5
6710,7
6711,8
6712,7
6713,1
6714,6
6715,4
6716,6
6717,6
6718,2
6719,8
6720,9
6721,9
6722,4
6723,6
6724,5
6725,2
6726,0
6727,2
6728,2
6729,2
6730,0
6731,7
6732,0
6733,6
6734,0
6735,7
6736,6
6737,7
6738,8
6739,5
6740,8
6741,2
6742,9
6743,8
6744,8
6745,9
6746,9
6747,7
6748,3
6749,8
6750,0
6751,1
6752,6
6753,6
6754,4
6755,9
6756,5
6757,0
6758,3
6759,9
6760,5
6761,1
6762,6
6763,6
6764,0
6765,2
6766,6
6767,8
6768,2
6769,4
6770,3
6771,4
6772,5
6773,6
6774,6
6775,6
6776,8
6777,1
6778,3
6779,3
6780,6
6781,3
6782,9
6783,7
6784,6
6785,5
6786,2
6787,7
6788,4
6789,3
6790,4
6791,0
6792,3
6793,3
6794,4
6795,8
6796,2
6797,5
6798,9
6799,7
6800,4
6801,0
6802,4
6803,1
6804,0
6805,1
6806,1
6807,8
6808,2
6809,6
6810,1
6811,4
6812,9
6813,9
6814,4
6815,8
6816,5
6817,4
6818,9
6819,6
6820,8
6821,3
6822,6
6823,9
6824,6
6825,6
6826,4
6827,6
6828,0
6829,4
6830,4
6831,9
6832,4
6833,4
6834,4
6835,8
6836,7
6837,2
6838,7
6839,8
6840,0
6841,1
6842,1
6843,6
6844,5
6845,6
6846,4
6847,8
6848,3
6849,2
6850,8
6851,6
6852,8
6853,6
6854,6
6855,0
6856,7
6857,2
6858,8
6859,5
6860,5
6861,1
6862,4
6863,5
6864,1
6865,9
6866,6
6867,1
6868,7
6869,8
6870,2
6871,5
6872,9
6873,8
6874,4
6875,6
6876,6
6877,1
6878,9
6879,3
6880,8
6881,8
6882,6
6883,6
6884,1
6885,9
6886,1
6887,2
6888,3
6889,3
6890,0
6891,5
6892,3
6893,8
6894,9
6895,5
6896,7
6897,5
6898,1
6899,4
6900,6
6901,0
6902,6
6903,5
6904,4
6905,8
6906,8
6907,1
6908,9
6909,0
6910,9
6911,2
6912,6
6913,7
6914,2
6915,6
6916,1
6917,5
6918,9
6919,3
6920,6
6921,4
6922,2
6923,0
6924,6
6925,9
6926,5
6927,8
6928,3
6929,8
6930,2
6931,9
6932,7
6933,7
6934,4
6935,4
6936,2
6937,0
6938,3
6939,7
6940,6
6941,7
6942,6
6943,1
6944,4
6945,0
6946,5
6947,5
6948,5
6949,8
6950,6
6951,7
6952,2
6953,3
6954,5
6955,5
6956,6
6957,3
6958,3
6959,4
6960,4
6961,2
6962,8
6963,5
6964,4
6965,9
6966,5
6967,5
6968,6
6969,1
6970,8
6971,7
6972,7
6973,6
6974,0
6975,3
6976,7
6977,5
6978,2
6979,2
6980,0
6981,0
6982,0
6983,6
6984,7
6985,6
6986,1
6987,8
6988,7
6989,0
6990,0
6991,8
6992,0
6993,9
6994,9
6995,8
6996,4
6997,4
6998,3
6999,4
7000,0
7001,2
7002,1
7003,0
7004,0
7005,4
7006,4
7007,3
7008,9
7009,6
7010,3
7011,2
7012,5
7013,9
7014,3
7015,8
7016,3
7017,6
7018,6
7019,7
7020,1
7021,1
7022,7
7023,6
7024,7
7025,9
7026,8
7027,7
7028,6
7029,7
7030,8
7031,6
7032,1
7033,5
7034,3
7035,6
7036,4
7037,1
7038,3
7039,1
7040,2
7041,1
7042,5
7043,3
7044,1
7045,2
7046,3
7047,3
7048,7
7049,0
7050,7
7051,0
7052,8
7053,2
7054,9
7055,1
7056,8
7057,7
7058,9
7059,9
7060,2
7061,1
7062,2
7063,9
7064,5
7065,5
7066,6
7067,8
7068,8
7069,9
7070,3
7071,9
7072,0
7073,6
7074,0
7075,2
7076,1
7077,8
7078,8
7079,4
7080,3
7081,1
7082,5
7083,2
7084,5
7085,7
7086,8
7087,3
7088,6
7089,7
7090,1
7091,8
7092,9
7093,5
7094,0
7095,4
7096,4
7097,3
7098,4
7099,3
7100,0
7101,7
7102,2
7103,4
7104,8
7105,5
7106,9
7107,8
7108,7
7109,8
7110,8
7111,5
7112,7
7113,3
7114,4
7115,5
7116,5
7117,5
7118,3
7119,7
7120,7
7121,4
7122,8
7123,1
7124,0
7125,7
7126,5
7127,4
7128,8
7129,7
7130,5
7131,8
7132,4
7133,9
7134,3
7135,9
7136,3
7137,2
7138,4
7139,1
7140,8
7141,1
7142,3
7143,5
7144,4
7145,3
7146,8
7147,2
7148,6
7149,2
7150,3
7151,6
7152,7
7153,4
7154,2
7155,3
7156,5
7157,6
7158,0
7159,5
7160,0
7161,2
7162,1
7163,1
7164,4
7165,8
7166,6
7167,1
7168,5
7169,9
7170,6
7171,4
7172,3
7173,2
7174,5
7175,8
7176,4
7177,6
7178,8
7179,6
7180,6
7181,2
7182,6
7183,3
7184,6
7185,5
7186,7
7187,9
7188,4
7189,0
7190,3
7191,5
7192,6
7193,2
7194,5
7195,5
7196,4
7197,5
7198,9
7199,6
7200,8
7201,2
7202,2
7203,4
7204,8
7205,2
7206,4
7207,3
7208,0
7209,3
7210,4
7211,6
7212,7
7213,7
7214,2
7215,2
7216,3
7217,5
7218,5
7219,0
7220,7
7221,8
7222,8
7223,7
7224,0
7225,4
7226,5
7227,7
7228,3
7229,1
7230,1
7231,3
7232,2
7233,3
7234,8
7235,5
7236,4
7237,1
7238,6
7239,6
7240,6
7241,4
7242,9
7243,1
7244,6
7245,2
7246,4
7247,4
7248,5
7249,3
7250,7
7251,0
7252,4
7253,8
7254,7
7255,7
7256,7
7257,3
7258,4
7259,6
7260,9
7261,5
7262,1
7263,0
7264,0
7265,6
7266,2
7267,6
7268,0
7269,4
7270,9
7271,0
7272,0
7273,8
7274,5
7275,7
7276,6
7277,1
7278,9
7279,2
7280,7
7281,6
7282,4
7283,7
7284,2
7285,8
7286,5
7287,2
7288,7
7289,0
7290,5
7291,6
7292,4
7293,5
7294,4
7295,5
7296,3
7297,3
7298,4
7299,7
7300,8
7301,5
7302,9
7303,0
7304,3
7305,5
7306,6
7307,1
7308,8
7309,0
7310,7
7311,4
7312,5
7313,9
7314,5
7315,9
7316,4
7317,5
7318,5
7319,3
7320,4
7321,4
7322,2
7323,6
7324,8
7325,7
7326,8
7327,1
7328,9
7329,0
7330,7
7331,7
7332,3
7333,2
7334,2
7335,2
7336,1
7337,5
7338,8
7339,7
7340,1
7341,0
7342,8
7343,1
7344,9
7345,4
7346,0
7347,4
7348,3
7349,2
7350,5
7351,5
7352,4
7353,4
7354,3
7355,3
7356,2
7357,2
7358,0
7359,3
7360,5
7361,3
7362,7
7363,4
7364,0
7365,3
7366,9
7367,6
7368,5
7369,6
7370,2
7371,2
7372,8
7373,3
7374,2
7375,9
7376,6
7377,7
7378,6
7379,6
7380,2
7381,5
7382,7
7383,6
7384,2
7385,4
7386,8
7387,6
7388,5
7389,0
7390,4
7391,2
7392,7
7393,7
7394,1
7395,8
7396,4
7397,2
7398,3
7399,7
7400,6
7401,4
7402,5
7403,1
7404,3
7405,6
7406,5
7407,0
7408,1
7409,2
7410,8
7411,0
7412,8
7413,2
7414,5
7415,7
7416,3
7417,3
7418,2
7419,1
7420,3
7421,8
7422,5
7423,5
7424,1
7425,0
7426,5
7427,0
7428,4
7429,8
7430,6
7431,9
7432,6
7433,7
7434,6
7435,7
7436,7
7437,2
7438,7
7439,8
7440,0
7441,5
7442,8
7443,7
7444,5
7445,4
7446,0
7447,9
7448,4
7449,6
7450,6
7451,1
7452,2
7453,2
7454,4
7455,3
7456,6
7457,1
7458,7
7459,6
7460,3
7461,4
7462,8
7463,1
7464,6
7465,8
7466,5
7467,7
7468,8
7469,9
7470,4
7471,5
7472,7
7473,7
7474,6
7475,2
7476,9
7477,6
7478,7
7479,9
7480,8
7481,6
7482,9
7483,0
7484,2
7485,0
7486,8
7487,0
7488,1
7489,3
7490,2
7491,4
7492,3
7493,4
7494,3
7495,9
7496,5
7497,8
7498,5
7499,4
7500,7
7501,1
7502,3
7503,9
7504,2
7505,0
7506,6
7507,7
7508,9
7509,4
7510,4
7511,0
7512,5
7513,5
7514,1
7515,6
7516,9
7517,1
7518,3
7519,5
7520,7
7521,9
7522,1
7523,7
7524,8
7525,4
7526,3
7527,1
7528,6
7529,9
7530,1
7531,6
7532,3
7533,6
7534,5
7535,6
7536,9
7537,7
7538,2
7539,9
7540,7
7541,7
7542,2
7543,7
7544,7
7545,4
7546,2
7547,6
7548,2
7549,1
7550,3
7551,4
7552,7
7553,7
7554,3
7555,6
7556,6
7557,7
7558,2
7559,7
7560,0
7561,8
7562,3
7563,0
7564,8
7565,2
7566,3
7567,3
7568,3
7569,4
7570,0
7571,1
7572,0
7573,3
7574,4
7575,2
7576,7
7577,9
7578,2
7579,6
7580,0
7581,0
7582,9
7583,5
7584,9
7585,9
7586,6
7587,1
7588,6
7589,6
7590,3
7591,1
7592,9
7593,5
7594,3
7595,0
7596,9
7597,0
7598,0
7599,0
7600,6
7601,9
7602,7
7603,9
7604,4
7605,6
7606,1
7607,6
7608,4
7609,8
7610,5
7611,4
7612,9
7613,3
7614,8
7615,5
7616,4
7617,8
7618,7
7619,5
7620,4
7621,1
7622,4
7623,0
7624,1
7625,6
7626,3
7627,0
7628,1
7629,8
7630,9
7631,1
7632,7
7633,3
7634,9
7635,3
7636,5
7637,8
7638,6
7639,6
7640,9
7641,3
7642,3
7643,9
7644,0
7645,0
7646,9
7647,0
7648,2
7649,6
7650,1
7651,4
7652,5
7653,3
7654,7
7655,7
7656,0
7657,5
7658,3
7659,1
7660,6
7661,7
7662,0
7663,2
7664,3
7665,1
7666,3
7667,6
7668,5
7669,0
7670,3
7671,5
7672,8
7673,7
7674,7
7675,7
7676,9
7677,9
7678,9
7679,7
7680,0
7681,5
7682,9
7683,9
7684,4
7685,3
7686,6
7687,7
7688,3
7689,6
7690,2
7691,6
7692,9
7693,6
7694,0
7695,1
7696,5
7697,5
7698,0
7699,2
7700,6
7701,9
7702,5
7703,3
7704,7
7705,1
7706,9
7707,6
7708,0
7709,0
7710,0
7711,4
7712,6
7713,5
7714,8
7715,9
7716,2
7717,7
7718,8
7719,0
7720,2
7721,9
7722,6
7723,0
7724,8
7725,2
7726,7
7727,5
7728,9
7729,4
7730,1
7731,5
7732,4
7733,1
7734,4
7735,9
7736,1
7737,1
7738,0
7739,4
7740,1
7741,6
7742,0
7743,7
7744,3
7745,2
7746,5
7747,2
7748,5
7749,6
7750,6
7751,0
7752,1
7753,3
7754,5
7755,6
7756,3
7757,4
7758,8
7759,6
7760,0
7761,7
7762,3
7763,2
7764,9
7765,8
7766,9
7767,2
7768,1
7769,8
7770,7
7771,0
7772,5
7773,3
7774,6
7775,5
7776,0
7777,8
7778,1
7779,8
7780,3
7781,3
7782,3
7783,5
7784,6
7785,6
7786,4
7787,0
7788,4
7789,7
7790,0
7791,9
7792,4
7793,3
7794,0
7795,6
7796,9
7797,2
7798,3
7799,3
7800,9
7801,0
7802,5
7803,1
7804,2
7805,0
7806,2
7807,3
7808,1
7809,9
7810,2
7811,9
7812,1
7813,5
7814,8
7815,6
7816,2
7817,2
7818,5
7819,7
7820,6
7821,6
7822,2
7823,0
7824,5
7825,9
7826,3
7827,4
7828,1
7829,9
7830,2
7831,5
7832,1
7833,6
7834,9
7835,4
7836,5
7837,7
7838,9
7839,6
7840,0
7841,6
7842,5
7843,3
7844,5
7845,2
7846,8
7847,4
7848,5
7849,0
7850,7
7851,2
7852,4
7853,4
7854,4
7855,3
7856,2
7857,6
7858,3
7859,5
7860,3
7861,3
7862,5
7863,9
7864,0
7865,5
7866,5
7867,1
7868,4
7869,8
7870,8
7871,3
7872,6
7873,7
7874,6
7875,1
7876,9
7877,5
7878,6
7879,9
7880,1
7881,8
7882,6
7883,7
7884,8
7885,5
7886,5
7887,1
7888,1
7889,9
7890,8
7891,8
7892,6
7893,9
7894,5
7895,6
7896,7
7897,0
7898,2
7899,4
7900,0
7901,6
7902,9
7903,8
7904,7
7905,8
7906,6
7907,3
7908,9
7909,8
7910,7
7911,7
7912,7
7913,9
7914,1
7915,5
7916,2
7917,0
7918,9
7919,4
7920,1
7921,1
7922,3
7923,3
7924,6
7925,3
7926,7
7927,3
7928,4
7929,5
7930,0
7931,8
7932,3
7933,6
7934,9
7935,5
7936,7
7937,8
7938,5
7939,0
7940,7
7941,3
7942,4
7943,1
7944,3
7945,1
7946,7
7947,7
7948,6
7949,2
7950,4
7951,2
7952,5
7953,0
7954,5
7955,4
7956,3
7957,7
7958,0
7959,6
7960,7
7961,6
7962,9
7963,0
7964,6
7965,2
7966,4
7967,8
7968,5
7969,8
7970,0
7971,9
7972,6
7973,0
7974,9
7975,3
7976,1
7977,2
7978,2
7979,0
7980,7
7981,7
7982,3
7983,8
7984,3
7985,1
7986,5
7987,1
7988,0
7989,0
7990,7
7991,1
7992,3
7993,2
7994,5
7995,7
7996,1
7997,2
7998,1
7999,5
8000,0
8001,9
8002,5
8003,4
8004,8
8005,3
8006,6
8007,3
8008,4
8009,1
8010,8
8011,0
8012,8
8013,4
8014,6
8015,4
8016,8
8017,4
8018,9
8019,7
8020,8
8021,8
8022,4
8023,7
8024,4
8025,1
8026,4
8027,9
8028,9
8029,4
8030,9
8031,8
8032,4
8033,6
8034,6
8035,5
8036,8
8037,9
8038,7
8039,4
8040,8
8041,6
8042,1
8043,9
8044,2
8045,6
8046,7
8047,5
8048,8
8049,0
8050,3
8051,6
8052,0
8053,9
8054,5
8055,9
8056,5
8057,7
8058,6
8059,9
8060,9
8061,5
8062,8
8063,3
8064,3
8065,7
8066,1
8067,2
8068,8
8069,3
8070,8
8071,0
8072,3
8073,0
8074,4
8075,8
8076,3
8077,9
8078,5
8079,6
8080,8
8081,2
8082,0
8083,5
8084,8
8085,8
8086,5
8087,3
8088,6
8089,3
8090,6
8091,8
8092,1
8093,9
8094,4
8095,4
8096,5
8097,3
8098,2
8099,0
8100,5
8101,4
8102,6
8103,9
8104,6
8105,0
8106,7
8107,0
8108,7
8109,9
8110,0
8111,7
8112,8
8113,4
8114,1
8115,7
8116,7
8117,3
8118,8
8119,3
8120,7
8121,0
8122,5
8123,0
8124,1
8125,6
8126,3
8127,4
8128,5
8129,9
8130,4
8131,8
8132,0
8133,9
8134,6
8135,0
8136,8
8137,9
8138,2
8139,7
8140,0
8141,2
8142,4
8143,6
8144,9
8145,6
8146,1
8147,3
8148,7
8149,2
8150,3
8151,5
8152,7
8153,3
8154,6
8155,3
8156,6
8157,7
8158,7
8159,7
8160,7
8161,8
8162,5
8163,4
8164,0
8165,0
8166,4
8167,8
8168,0
8169,6
8170,5
8171,6
8172,5
8173,4
8174,9
8175,3
8176,7
8177,7
8178,3
8179,1
8180,7
8181,1
8182,7
8183,6
8184,5
8185,5
8186,3
8187,5
8188,2
8189,2
8190,2
8191,2
8192,9
8193,6
8194,8
8195,4
8196,8
8197,9
8198,3
8199,6
8200,7
8201,1
8202,5
8203,4
8204,7
8205,2
8206,0
8207,9
8208,0
8209,6
8210,4
8211,6
8212,7
8213,2
8214,4
8215,5
8216,7
8217,7
8218,8
8219,7
8220,2
8221,1
8222,6
8223,8
8224,3
8225,6
8226,4
8227,8
8228,5
8229,6
8230,1
8231,9
8232,7
8233,2
8234,8
8235,6
8236,9
8237,5
8238,1
8239,9
8240,2
8241,1
8242,0
8243,1
8244,6
8245,7
8246,8
8247,5
8248,1
8249,7
8250,8
8251,3
8252,5
8253,9
8254,0
8255,6
8256,0
8257,4
8258,5
8259,7
8260,5
8261,5
8262,7
8263,7
8264,7
8265,8
8266,3
8267,8
8268,0
8269,5
8270,9
8271,3
8272,3
8273,4
8274,5
8275,0
8276,7
8277,9
8278,4
8279,2
8280,3
8281,4
8282,5
8283,1
8284,1
8285,1
8286,0
8287,6
8288,0
8289,0
8290,8
8291,4
8292,8
8293,6
8294,8
8295,6
8296,6
8297,3
8298,6
8299,5
8300,3
8301,5
8302,5
8303,8
8304,8
8305,8
8306,8
8307,5
8308,5
8309,5
8310,7
8311,8
8312,3
8313,5
8314,4
8315,3
8316,7
8317,4
8318,8
8319,3
8320,2
8321,4
8322,4
8323,9
8324,0
8325,2
8326,1
8327,2
8328,7
8329,2
8330,1
8331,9
8332,5
8333,5
8334,1
8335,7
8336,0
8337,5
8338,3
8339,5
8340,0
8341,1
8342,4
8343,7
8344,2
8345,5
8346,5
8347,8
8348,0
8349,9
8350,6
8351,0
8352,6
8353,1
8354,3
8355,1
8356,6
8357,6
8358,2
8359,6
8360,4
8361,7
8362,4
8363,5
8364,4
8365,9
8366,3
8367,8
8368,0
8369,5
8370,1
8371,3
8372,6
8373,8
8374,8
8375,3
8376,1
8377,4
8378,6
8379,5
8380,1
8381,3
8382,9
8383,4
8384,6
8385,1
8386,6
8387,7
8388,2
8389,4
8390,8
8391,5
8392,3
8393,7
8394,2
8395,0
8396,4
8397,5
8398,3
8399,6
8400,6
8401,4
8402,9
8403,5
8404,6
8405,6
8406,8
8407,6
8408,2
8409,9
8410,5
8411,6
8412,2
8413,0
8414,2
8415,5
8416,6
8417,4
8418,6
8419,9
8420,8
8421,1
8422,4
8423,9
8424,5
8425,8
8426,0
8427,5
8428,1
8429,5
8430,3
8431,2
8432,5
8433,4
8434,7
8435,0
8436,6
8437,3
8438,7
8439,0
8440,1
8441,0
8442,7
8443,1
8444,1
8445,2
8446,1
8447,7
8448,9
8449,9
8450,6
8451,2
8452,8
8453,3
8454,6
8455,7
8456,1
8457,9
8458,6
8459,6
8460,0
8461,8
8462,6
8463,2
8464,1
8465,7
8466,4
8467,4
8468,0
8469,7
8470,9
8471,7
8472,7
8473,8
8474,6
8475,8
8476,8
8477,2
8478,9
8479,3
8480,8
8481,9
8482,4
8483,4
8484,5
8485,8
8486,4
8487,7
8488,6
8489,9
8490,2
8491,1
8492,9
8493,2
8494,6
8495,8
8496,0
8497,3
8498,7
8499,8
8500,5
8501,8
8502,5
8503,3
8504,9
8505,6
8506,7
8507,3
8508,0
8509,5
8510,2
8511,7
8512,4
8513,1
8514,1
8515,2
8516,7
8517,8
8518,2
8519,5
8520,4
8521,5
8522,5
8523,0
8524,8
8525,6
8526,6
8527,4
8528,0
8529,7
8530,1
8531,8
8532,1
8533,3
8534,9
8535,8
8536,7
8537,4
8538,5
8539,1
8540,5
8541,7
8542,0
8543,4
8544,0
8545,7
8546,0
8547,0
8548,6
8549,7
8550,9
8551,0
8552,6
8553,6
8554,7
8555,7
8556,3
8557,7
8558,0
8559,4
8560,5
8561,9
8562,1
8563,4
8564,5
8565,5
8566,6
8567,5
8568,7
8569,1
8570,1
8571,4
8572,5
8573,6
8574,3
8575,6
8576,5
8577,2
8578,2
8579,1
8580,3
8581,7
8582,3
8583,7
8584,8
8585,8
8586,7
8587,8
8588,5
8589,8
8590,1
8591,3
8592,7
8593,8
8594,4
8595,5
